P07_01_0,0,29
P07_01_1,1,29
P07_01_10,23,190
P07_01_11,1,46
P07_01_12,3,8
P07_01_13,1,108
P07_01_14,4,8
P07_01_2,3,8
P07_01_3,0,108
P07_01_4,1,108
P07_01_5,1,29
P07_01_6,9,127
P07_01_7,0,13
P07_01_8,6,0
P07_01_9,9,27
P07_02_0,0,2
P07_02_1,5,22
P07_02_10,0,2
P07_02_11,5,2
P07_02_12,5,1
P07_02_13,10,127
P07_02_14,10,127
P07_02_2,2,2
P07_02_3,2,2
P07_02_4,2,2
P07_02_5,2,2
P07_02_6,2,2
P07_02_7,0,1
P07_02_8,10,127
P07_02_9,10,127
P07_03_0,15,127
P07_03_1,15,127
P07_03_10,4,12
P07_03_11,2,178
P07_03_12,37,178
P07_03_13,37,178
P07_03_14,8,92
P07_03_15,9,127
P07_03_16,9,127
P07_03_17,9,127
P07_03_18,6,0
P07_03_19,5,22
P07_03_2,15,127
P07_03_20,2,29
P07_03_21,2,29
P07_03_22,2,29
P07_03_23,6,92
P07_03_24,2,29
P07_03_25,2,29
P07_03_26,2,29
P07_03_27,8,92
P07_03_28,14,11
P07_03_29,9,178
P07_03_3,15,127
P07_03_30,2,23
P07_03_4,3,12
P07_03_5,4,12
P07_03_6,3,26
P07_03_7,0,178
P07_03_8,5,178
P07_03_9,3,12
P07_04_0,2,14
P07_04_1,2,14
P07_04_10,2,2
P07_04_100,9,31
P07_04_101,3,26
P07_04_102,3,53
P07_04_103,9,53
P07_04_104,0,53
P07_04_105,30,53
P07_04_106,13,53
P07_04_107,30,53
P07_04_108,9,53
P07_04_109,9,53
P07_04_11,2,2
P07_04_110,4,26
P07_04_111,0,1
P07_04_112,1,38
P07_04_113,10,53
P07_04_114,15,53
P07_04_115,0,18
P07_04_116,5,156
P07_04_117,10,53
P07_04_118,10,53
P07_04_119,10,53
P07_04_12,8,0
P07_04_120,2,4
P07_04_121,6,0
P07_04_122,6,0
P07_04_123,2,4
P07_04_124,8,0
P07_04_125,2,18
P07_04_126,2,18
P07_04_127,8,0
P07_04_128,10,53
P07_04_129,10,53
P07_04_13,0,13
P07_04_130,10,53
P07_04_131,0,33
P07_04_132,3,19
P07_04_133,0,33
P07_04_134,5,33
P07_04_135,5,33
P07_04_136,10,53
P07_04_137,15,5
P07_04_138,0,2
P07_04_139,1,2
P07_04_14,6,0
P07_04_140,23,92
P07_04_141,8,92
P07_04_142,20,53
P07_04_143,3,47
P07_04_144,9,47
P07_04_145,0,13
P07_04_146,82,59
P07_04_147,3,12
P07_04_148,0,64
P07_04_149,4,12
P07_04_15,2,13
P07_04_150,9,64
P07_04_151,4,64
P07_04_152,3,12
P07_04_153,4,12
P07_04_16,2,13
P07_04_17,6,0
P07_04_18,2,13
P07_04_19,2,13
P07_04_2,6,0
P07_04_20,2,13
P07_04_21,8,0
P07_04_22,0,5
P07_04_23,1,5
P07_04_24,6,24
P07_04_25,23,190
P07_04_26,0,18
P07_04_27,1,18
P07_04_28,3,12
P07_04_29,0,156
P07_04_3,2,14
P07_04_30,4,12
P07_04_31,3,26
P07_04_32,1,156
P07_04_33,7,156
P07_04_34,0,26
P07_04_35,1,26
P07_04_36,3,26
P07_04_37,4,26
P07_04_38,0,13
P07_04_39,6,92
P07_04_4,8,0
P07_04_40,2,13
P07_04_41,2,13
P07_04_42,2,13
P07_04_43,2,13
P07_04_44,2,13
P07_04_45,8,0
P07_04_46,0,59
P07_04_47,6,0
P07_04_48,12,168
P07_04_49,13,59
P07_04_5,0,2
P07_04_50,13,59
P07_04_51,6,0
P07_04_52,2,168
P07_04_53,2,168
P07_04_54,2,168
P07_04_55,2,168
P07_04_56,3,3
P07_04_57,0,3
P07_04_58,64,153
P07_04_59,3,8
P07_04_6,6,0
P07_04_60,0,19
P07_04_61,3,19
P07_04_62,9,59
P07_04_63,9,59
P07_04_64,3,8
P07_04_65,4,8
P07_04_66,36,50
P07_04_67,49,50
P07_04_68,21,92
P07_04_69,21,92
P07_04_7,2,2
P07_04_70,21,92
P07_04_71,21,92
P07_04_72,21,92
P07_04_73,21,92
P07_04_74,3,50
P07_04_75,8,92
P07_04_76,3,23
P07_04_77,20,59
P07_04_78,20,59
P07_04_79,12,204
P07_04_8,2,2
P07_04_80,3,3
P07_04_81,1,50
P07_04_82,4,3
P07_04_83,4,23
P07_04_84,0,168
P07_04_85,3,6
P07_04_86,1,168
P07_04_87,5,59
P07_04_88,5,59
P07_04_89,4,6
P07_04_9,2,2
P07_04_90,3,6
P07_04_91,4,23
P07_04_92,6,0
P07_04_93,8,0
P07_04_94,9,27
P07_04_95,9,27
P07_04_96,1,66
P07_04_97,4,6
P07_04_98,0,31
P07_04_99,3,31
P07_05_0,6,0
P07_05_1,5,22
P07_05_10,2,2
P07_05_11,2,2
P07_05_12,2,2
P07_05_13,6,0
P07_05_14,23,190
P07_05_15,1,5
P07_05_16,6,0
P07_05_17,2,5
P07_05_18,2,5
P07_05_19,2,5
P07_05_2,2,14
P07_05_20,6,0
P07_05_21,2,5
P07_05_22,2,5
P07_05_23,2,5
P07_05_24,8,0
P07_05_25,2,1
P07_05_26,2,1
P07_05_27,6,0
P07_05_28,2,1
P07_05_29,2,1
P07_05_3,2,14
P07_05_30,8,0
P07_05_31,3,12
P07_05_32,6,0
P07_05_33,8,0
P07_05_4,8,0
P07_05_5,6,0
P07_05_6,2,2
P07_05_7,2,2
P07_05_8,2,2
P07_05_9,2,2
P07_06_0,0,13
P07_06_1,6,0
P07_06_10,8,0
P07_06_11,6,92
P07_06_12,23,190
P07_06_13,0,66
P07_06_14,6,0
P07_06_15,2,66
P07_06_16,2,66
P07_06_17,6,0
P07_06_18,2,66
P07_06_19,2,66
P07_06_2,2,13
P07_06_20,2,66
P07_06_21,8,0
P07_06_22,3,6
P07_06_23,12,168
P07_06_24,13,59
P07_06_25,6,0
P07_06_26,2,168
P07_06_27,2,168
P07_06_28,8,0
P07_06_3,1,22
P07_06_4,2,13
P07_06_5,6,0
P07_06_6,2,13
P07_06_7,8,0
