P25_01_0,0,88
P25_01_1,33,6
P25_01_10,1,38
P25_01_11,4,6
P25_01_12,6,0
P25_01_13,3,6
P25_01_14,10,45
P25_01_15,4,6
P25_01_2,0,2
P25_01_3,1,45
P25_01_4,1,2
P25_01_5,3,42
P25_01_6,0,38
P25_01_7,0,1
P25_01_8,0,38
P25_01_9,3,6
P25_02_0,0,1
P25_02_1,10,45
P25_02_10,0,1
P25_02_11,1,2
P25_02_12,1,2
P25_02_13,0,2
P25_02_14,3,3
P25_02_15,0,22
P25_02_16,0,17
P25_02_17,1,10
P25_02_18,1,22
P25_02_19,2,6
P25_02_2,1,1
P25_02_20,1,6
P25_02_21,0,9
P25_02_22,2,1
P25_02_23,0,1
P25_02_24,1,1
P25_02_25,0,1
P25_02_26,2,1
P25_02_27,1,1
P25_02_28,0,5
P25_02_29,2,5
P25_02_3,0,88
P25_02_30,8,0
P25_02_31,6,0
P25_02_32,0,88
P25_02_4,0,29
P25_02_5,9,45
P25_02_6,1,29
P25_02_7,0,2
P25_02_8,9,45
P25_02_9,6,0
P25_03_0,0,22
P25_03_1,1,22
P25_03_10,2,17
P25_03_11,40,157
P25_03_12,3,46
P25_03_13,0,88
P25_03_14,12,35
P25_03_2,0,22
P25_03_3,44,22
P25_03_4,0,17
P25_03_5,6,0
P25_03_6,2,17
P25_03_7,8,0
P25_03_8,2,157
P25_03_9,6,0
P25_04_0,0,22
P25_04_1,6,0
P25_04_10,0,88
P25_04_11,0,50
P25_04_12,14,50
P25_04_13,0,50
P25_04_14,6,0
P25_04_15,5,27
P25_04_16,8,0
P25_04_17,6,0
P25_04_18,8,0
P25_04_19,1,50
P25_04_2,1,22
P25_04_20,0,59
P25_04_21,0,1
P25_04_22,0,59
P25_04_23,5,59
P25_04_24,1,59
P25_04_25,1,40
P25_04_26,4,50
P25_04_27,6,0
P25_04_28,2,50
P25_04_29,8,0
P25_04_3,0,50
P25_04_30,14,50
P25_04_31,0,130
P25_04_32,0,50
P25_04_33,1,50
P25_04_34,1,130
P25_04_35,0,1
P25_04_36,1,1
P25_04_37,0,88
P25_04_38,13,88
P25_04_39,6,0
P25_04_4,3,50
P25_04_40,2,1
P25_04_41,2,1
P25_04_42,1,1
P25_04_43,0,17
P25_04_44,2,17
P25_04_45,8,0
P25_04_46,2,157
P25_04_47,6,0
P25_04_48,2,17
P25_04_49,1,17
P25_04_5,0,17
P25_04_50,0,9
P25_04_51,8,0
P25_04_52,0,17
P25_04_53,2,11
P25_04_54,1,17
P25_04_55,0,88
P25_04_56,13,88
P25_04_57,3,3
P25_04_58,0,13
P25_04_59,0,2
P25_04_6,2,50
P25_04_60,0,1
P25_04_61,4,3
P25_04_62,1,1
P25_04_63,0,88
P25_04_64,1,88
P25_04_7,8,0
P25_04_8,0,88
P25_04_9,3,3
P25_05_0,6,0
P25_05_1,3,3
P25_05_10,1,29
P25_05_100,1,86
P25_05_101,1,14
P25_05_102,0,68
P25_05_103,1,68
P25_05_104,0,5
P25_05_105,2,5
P25_05_106,0,9
P25_05_107,3,3
P25_05_108,0,22
P25_05_109,1,22
P25_05_11,1,17
P25_05_110,8,0
P25_05_111,2,5
P25_05_112,6,0
P25_05_113,0,22
P25_05_114,1,22
P25_05_115,0,5
P25_05_116,2,5
P25_05_117,1,27
P25_05_118,1,5
P25_05_119,0,9
P25_05_12,6,24
P25_05_120,1,22
P25_05_121,0,4
P25_05_122,2,4
P25_05_123,1,4
P25_05_124,0,14
P25_05_125,2,14
P25_05_126,1,14
P25_05_127,0,14
P25_05_128,2,14
P25_05_129,1,14
P25_05_13,3,8
P25_05_130,0,4
P25_05_131,2,4
P25_05_132,1,4
P25_05_133,0,22
P25_05_134,44,22
P25_05_135,3,3
P25_05_136,0,2
P25_05_137,36,86
P25_05_138,1,2
P25_05_139,44,22
P25_05_14,0,130
P25_05_140,0,17
P25_05_141,2,17
P25_05_142,2,157
P25_05_143,2,17
P25_05_144,2,46
P25_05_145,2,17
