P14_01_0,6,46
P14_01_1,64,34
P14_01_10,0,4
P14_01_11,0,217
P14_01_12,5,217
P14_01_13,0,217
P14_01_14,5,217
P14_01_15,3,113
P14_01_16,4,113
P14_01_2,1,31
P14_01_3,4,15
P14_01_4,1,15
P14_01_5,3,23
P14_01_6,3,19
P14_01_7,6,179
P14_01_8,0,2
P14_01_9,0,14
P14_02_0,0,58
P14_02_1,0,217
P14_02_2,1,217
P14_02_3,0,217
P14_02_4,1,217
P14_02_5,8,46
P14_02_6,10,34
P14_02_7,1,2
P14_03_0,0,2
P14_03_1,1,2
P14_04_0,0,14
P14_04_1,0,9
P14_04_10,1,4
P14_04_11,0,29
P14_04_12,8,0
P14_04_13,0,9
P14_04_14,2,34
P14_04_15,6,0
P14_04_16,0,9
P14_04_17,1,9
P14_04_18,0,9
P14_04_19,3,8
P14_04_2,6,0
P14_04_20,1,34
P14_04_21,4,8
P14_04_3,2,14
P14_04_4,1,9
P14_04_5,8,0
P14_04_6,1,14
P14_04_7,0,4
P14_04_8,2,4
P14_04_9,1,9
P14_05_0,0,7
P14_05_1,0,7
P14_05_11,5,99
P14_05_12,0,1
P14_05_13,5,1
P14_05_2,1,7
P14_05_3,3,12
P14_05_4,0,64
P14_05_5,1,64
P14_05_6,3,64
P14_05_7,9,64
P14_05_8,3,12
P14_05_9,1,64
P14_07_0,1,7
P14_07_1,0,9
P14_07_10,8,0
P14_07_11,1,7
P14_07_2,1,9
P14_07_3,0,9
P14_07_4,6,0
P14_07_5,0,1
P14_07_6,2,1
P14_07_7,1,1
P14_07_8,0,7
P14_07_9,2,7
P14_09_0,0,9
P14_09_1,6,0
P14_09_10,0,2
P14_09_11,0,14
P14_09_12,6,0
P14_09_13,0,9
P14_09_14,2,14
P14_09_15,6,0
P14_09_16,8,0
P14_09_17,1,9
P14_09_18,0,22
P14_09_19,0,9
P14_09_2,0,34
P14_09_20,1,14
P14_09_21,0,7
P14_09_22,6,0
P14_09_23,2,7
P14_09_24,2,1
P14_09_25,1,1
P14_09_26,8,0
P14_09_27,0,2
P14_09_28,6,0
P14_09_29,6,0
P14_09_3,2,34
P14_09_30,0,9
P14_09_31,2,2
P14_09_32,8,0
P14_09_33,0,9
P14_09_34,1,2
P14_09_35,14,11
P14_09_4,6,0
P14_09_5,8,0
P14_09_6,14,34
P14_09_7,3,8
P14_09_8,1,34
P14_09_9,4,8
